uiTimeStamp,uiCycleCounter,eSigStatus,VehicleWidth,VehicleLength,OverhangFront,LatPos,LongPos,VertPos,PitchAngle,RollAngle,YawAngle
2750,55,1,0,0,0,0,0,0,0,0,0
2800,56,1,0,0,0,0,0,0,0,0,0
2850,57,1,0,0,0,0,0,0,0,0,0
2900,58,1,0,0,0,0,0,0,0,0,0
2950,59,1,0,0,0,0,0,0,0,0,0
3000,60,1,0,0,0,0,0,0,0,0,0
3050,61,1,0,0,0,0,0,0,0,0,0
3100,62,1,0,0,0,0,0,0,0,0,0
3150,63,1,0,0,0,0,0,0,0,0,0
3200,64,1,0,0,0,0,0,0,0,0,0
3250,65,1,0,0,0,0,0,0,0,0,0
3300,66,1,0,0,0,0,0,0,0,0,0
3350,67,1,0,0,0,0,0,0,0,0,0
3400,68,1,0,0,0,0,0,0,0,0,0
3450,69,1,0,0,0,0,0,0,0,0,0
3500,70,1,0,0,0,0,0,0,0,0,0
3550,71,1,0,0,0,0,0,0,0,0,0
3600,72,1,0,0,0,0,0,0,0,0,0
3650,73,1,0,0,0,0,0,0,0,0,0
3700,74,1,0,0,0,0,0,0,0,0,0
3750,75,1,0,0,0,0,0,0,0,0,0
3800,76,1,0,0,0,0,0,0,0,0,0
3850,77,1,0,0,0,0,0,0,0,0,0
3900,78,1,0,0,0,0,0,0,0,0,0
3950,79,1,0,0,0,0,0,0,0,0,0
4000,80,1,0,0,0,0,0,0,0,0,0
4050,81,1,0,0,0,0,0,0,0,0,0
4100,82,1,0,0,0,0,0,0,0,0,0
4150,83,1,0,0,0,0,0,0,0,0,0
4200,84,1,0,0,0,0,0,0,0,0,0
4250,85,1,0,0,0,0,0,0,0,0,0
4300,86,1,0,0,0,0,0,0,0,0,0
4350,87,1,0,0,0,0,0,0,0,0,0
4400,88,1,0,0,0,0,0,0,0,0,0
4450,89,1,0,0,0,0,0,0,0,0,0
4500,90,1,0,0,0,0,0,0,0,0,0
4550,91,1,0,0,0,0,0,0,0,0,0
4600,92,1,0,0,0,0,0,0,0,0,0
4650,93,1,0,0,0,0,0,0,0,0,0
4700,94,1,0,0,0,0,0,0,0,0,0
4750,95,1,0,0,0,0,0,0,0,0,0
4800,96,1,0,0,0,0,0,0,0,0,0
4850,97,1,0,0,0,0,0,0,0,0,0
4900,98,1,0,0,0,0,0,0,0,0,0
4950,99,1,0,0,0,0,0,0,0,0,0
5000,100,1,0,0,0,0,0,0,0,0,0
5050,101,1,0,0,0,0,0,0,0,0,0
5100,102,1,0,0,0,0,0,0,0,0,0
5150,103,1,0,0,0,0,0,0,0,0,0
5200,104,1,0,0,0,0,0,0,0,0,0
5250,105,1,0,0,0,0,0,0,0,0,0
5300,106,1,0,0,0,0,0,0,0,0,0
5350,107,1,0,0,0,0,0,0,0,0,0
5400,108,1,0,0,0,0,0,0,0,0,0
5450,109,1,0,0,0,0,0,0,0,0,0
5500,110,1,0,0,0,0,0,0,0,0,0
5550,111,1,0,0,0,0,0,0,0,0,0
5600,112,1,0,0,0,0,0,0,0,0,0
5650,113,1,0,0,0,0,0,0,0,0,0
5700,114,1,0,0,0,0,0,0,0,0,0
5750,115,1,0,0,0,0,0,0,0,0,0
5800,116,1,0,0,0,0,0,0,0,0,0
5850,117,1,0,0,0,0,0,0,0,0,0
5900,118,1,0,0,0,0,0,0,0,0,0
5950,119,1,0,0,0,0,0,0,0,0,0
6000,120,1,0,0,0,0,0,0,0,0,0
6050,121,1,0,0,0,0,0,0,0,0,0
6100,122,1,0,0,0,0,0,0,0,0,0
6150,123,1,0,0,0,0,0,0,0,0,0
6200,124,1,0,0,0,0,0,0,0,0,0
6250,125,1,0,0,0,0,0,0,0,0,0
6300,126,1,0,0,0,0,0,0,0,0,0
6350,127,1,0,0,0,0,0,0,0,0,0
6400,128,1,0,0,0,0,0,0,0,0,0
6450,129,1,0,0,0,0,0,0,0,0,0
6500,130,1,0,0,0,0,0,0,0,0,0
6550,131,1,0,0,0,0,0,0,0,0,0
6600,132,1,0,0,0,0,0,0,0,0,0
6650,133,1,0,0,0,0,0,0,0,0,0
6700,134,1,0,0,0,0,0,0,0,0,0
6750,135,1,0,0,0,0,0,0,0,0,0
6800,136,1,0,0,0,0,0,0,0,0,0
6850,137,1,0,0,0,0,0,0,0,0,0
6900,138,1,0,0,0,0,0,0,0,0,0
6950,139,1,0,0,0,0,0,0,0,0,0
7000,140,1,0,0,0,0,0,0,0,0,0
7050,141,1,0,0,0,0,0,0,0,0,0
7100,142,1,0,0,0,0,0,0,0,0,0
7150,143,1,0,0,0,0,0,0,0,0,0
7200,144,1,0,0,0,0,0,0,0,0,0
7250,145,1,0,0,0,0,0,0,0,0,0
7300,146,1,0,0,0,0,0,0,0,0,0
7350,147,1,0,0,0,0,0,0,0,0,0
7400,148,1,0,0,0,0,0,0,0,0,0
7450,149,1,0,0,0,0,0,0,0,0,0
7500,150,1,0,0,0,0,0,0,0,0,0
7550,151,1,0,0,0,0,0,0,0,0,0
7600,152,1,0,0,0,0,0,0,0,0,0
7650,153,1,0,0,0,0,0,0,0,0,0
7700,154,1,0,0,0,0,0,0,0,0,0
7750,155,1,0,0,0,0,0,0,0,0,0
7800,156,1,0,0,0,0,0,0,0,0,0
7850,157,1,0,0,0,0,0,0,0,0,0
7900,158,1,0,0,0,0,0,0,0,0,0
7950,159,1,0,0,0,0,0,0,0,0,0
8000,160,1,0,0,0,0,0,0,0,0,0
8050,161,1,0,0,0,0,0,0,0,0,0
8100,162,1,0,0,0,0,0,0,0,0,0
8150,163,1,0,0,0,0,0,0,0,0,0
8200,164,1,0,0,0,0,0,0,0,0,0
8250,165,1,0,0,0,0,0,0,0,0,0
8300,166,1,0,0,0,0,0,0,0,0,0
8350,167,1,0,0,0,0,0,0,0,0,0
8400,168,1,0,0,0,0,0,0,0,0,0
8450,169,1,0,0,0,0,0,0,0,0,0
8500,170,1,0,0,0,0,0,0,0,0,0
8550,171,1,0,0,0,0,0,0,0,0,0
8600,172,1,0,0,0,0,0,0,0,0,0
8650,173,1,0,0,0,0,0,0,0,0,0
8700,174,1,0,0,0,0,0,0,0,0,0
8750,175,1,0,0,0,0,0,0,0,0,0
8800,176,1,0,0,0,0,0,0,0,0,0
8850,177,1,0,0,0,0,0,0,0,0,0
8900,178,1,0,0,0,0,0,0,0,0,0
8950,179,1,0,0,0,0,0,0,0,0,0
9000,180,1,0,0,0,0,0,0,0,0,0
9050,181,1,0,0,0,0,0,0,0,0,0
9100,182,1,0,0,0,0,0,0,0,0,0
9150,183,1,0,0,0,0,0,0,0,0,0
9200,184,1,0,0,0,0,0,0,0,0,0
9250,185,1,0,0,0,0,0,0,0,0,0
9300,186,1,0,0,0,0,0,0,0,0,0
9350,187,1,0,0,0,0,0,0,0,0,0
9400,188,1,0,0,0,0,0,0,0,0,0
9450,189,1,0,0,0,0,0,0,0,0,0
9500,190,1,0,0,0,0,0,0,0,0,0
9550,191,1,0,0,0,0,0,0,0,0,0
9600,192,1,0,0,0,0,0,0,0,0,0
9650,193,1,0,0,0,0,0,0,0,0,0
9700,194,1,0,0,0,0,0,0,0,0,0
9750,195,1,0,0,0,0,0,0,0,0,0
9800,196,1,0,0,0,0,0,0,0,0,0
9850,197,1,0,0,0,0,0,0,0,0,0
9900,198,1,0,0,0,0,0,0,0,0,0
9950,199,1,0,0,0,0,0,0,0,0,0
10000,200,1,0,0,0,0,0,0,0,0,0
10050,201,1,0,0,0,0,0,0,0,0,0
10100,202,1,0,0,0,0,0,0,0,0,0
10150,203,1,0,0,0,0,0,0,0,0,0
10200,204,1,0,0,0,0,0,0,0,0,0
10250,205,1,0,0,0,0,0,0,0,0,0
10300,206,1,0,0,0,0,0,0,0,0,0
10350,207,1,0,0,0,0,0,0,0,0,0
10400,208,1,0,0,0,0,0,0,0,0,0
10450,209,1,0,0,0,0,0,0,0,0,0
10500,210,1,0,0,0,0,0,0,0,0,0
10550,211,1,0,0,0,0,0,0,0,0,0
10600,212,1,0,0,0,0,0,0,0,0,0
10650,213,1,0,0,0,0,0,0,0,0,0
10700,214,1,0,0,0,0,0,0,0,0,0
10750,215,1,0,0,0,0,0,0,0,0,0
10800,216,1,0,0,0,0,0,0,0,0,0
10850,217,1,0,0,0,0,0,0,0,0,0
10900,218,1,0,0,0,0,0,0,0,0,0
10950,219,1,0,0,0,0,0,0,0,0,0
11000,220,1,0,0,0,0,0,0,0,0,0
11050,221,1,0,0,0,0,0,0,0,0,0
11100,222,1,0,0,0,0,0,0,0,0,0
11150,223,1,0,0,0,0,0,0,0,0,0
11200,224,1,0,0,0,0,0,0,0,0,0
11250,225,1,0,0,0,0,0,0,0,0,0
11300,226,1,0,0,0,0,0,0,0,0,0
11350,227,1,0,0,0,0,0,0,0,0,0
11400,228,1,0,0,0,0,0,0,0,0,0
11450,229,1,0,0,0,0,0,0,0,0,0
11500,230,1,0,0,0,0,0,0,0,0,0
11550,231,1,0,0,0,0,0,0,0,0,0
11600,232,1,0,0,0,0,0,0,0,0,0
11650,233,1,0,0,0,0,0,0,0,0,0
11700,234,1,0,0,0,0,0,0,0,0,0
11750,235,1,0,0,0,0,0,0,0,0,0
11800,236,1,0,0,0,0,0,0,0,0,0
11850,237,1,0,0,0,0,0,0,0,0,0
11900,238,1,0,0,0,0,0,0,0,0,0
11950,239,1,0,0,0,0,0,0,0,0,0
12000,240,1,0,0,0,0,0,0,0,0,0
