uiTimeStamp,uiCycleCounter,eSigStatus,VehicleWidth,VehicleLength,OverhangFront,LatPos,LongPos,VertPos,PitchAngle,RollAngle,YawAngle
2750,55,1,0,0,0,0,0,0,0,0,0
2800,56,1,0,0,0,0,0,0,0,0,0
2850,57,1,0,0,0,0,0,0,0,0,0
2900,58,1,0,0,0,0,0,0,0,0,0
2950,59,1,0,0,0,0,0,0,0,0,0
3000,60,1,0,0,0,0,0,0,0,0,0
3050,61,1,0,0,0,0,0,0,0,0,0
3100,62,1,0,0,0,0,0,0,0,0,0
3150,63,1,0,0,0,0,0,0,0,0,0
3200,64,1,0,0,0,0,0,0,0,0,0
3250,65,1,0,0,0,0,0,0,0,0,0
3300,66,1,0,0,0,0,0,0,0,0,0
3350,67,1,0,0,0,0,0,0,0,0,0
3400,68,1,0,0,0,0,0,0,0,0,0
3450,69,1,0,0,0,0,0,0,0,0,0
3500,70,1,0,0,0,0,0,0,0,0,0
3550,71,1,0,0,0,0,0,0,0,0,0
3600,72,1,0,0,0,0,0,0,0,0,0
3650,73,1,0,0,0,0,0,0,0,0,0
3700,74,1,0,0,0,0,0,0,0,0,0
3750,75,1,0,0,0,0,0,0,0,0,0
3800,76,1,0,0,0,0,0,0,0,0,0
3850,77,1,0,0,0,0,0,0,0,0,0
3900,78,1,0,0,0,0,0,0,0,0,0
3950,79,1,0,0,0,0,0,0,0,0,0
4000,80,1,0,0,0,0,0,0,0,0,0
4050,81,1,0,0,0,0,0,0,0,0,0
4100,82,1,0,0,0,0,0,0,0,0,0
4150,83,1,0,0,0,0,0,0,0,0,0
4200,84,1,0,0,0,0,0,0,0,0,0
4250,85,1,0,0,0,0,0,0,0,0,0
4300,86,1,0,0,0,0,0,0,0,0,0
4350,87,1,0,0,0,0,0,0,0,0,0
4400,88,1,0,0,0,0,0,0,0,0,0
4450,89,1,0,0,0,0,0,0,0,0,0
4500,90,1,0,0,0,0,0,0,0,0,0
4550,91,1,0,0,0,0,0,0,0,0,0
4600,92,1,0,0,0,0,0,0,0,0,0
4650,93,1,0,0,0,0,0,0,0,0,0
4700,94,1,0,0,0,0,0,0,0,0,0
4750,95,1,0,0,0,0,0,0,0,0,0
4800,96,1,0,0,0,0,0,0,0,0,0
4850,97,1,0,0,0,0,0,0,0,0,0
4900,98,1,0,0,0,0,0,0,0,0,0
4950,99,1,0,0,0,0,0,0,0,0,0
5000,100,1,0,0,0,0,0,0,0,0,0
5050,101,1,0,0,0,0,0,0,0,0,0
5100,102,1,0,0,0,0,0,0,0,0,0
5150,103,1,0,0,0,0,0,0,0,0,0
5200,104,1,0,0,0,0,0,0,0,0,0
5250,105,1,0,0,0,0,0,0,0,0,0
5300,106,1,0,0,0,0,0,0,0,0,0
5350,107,1,0,0,0,0,0,0,0,0,0
5400,108,1,0,0,0,0,0,0,0,0,0
5450,109,1,0,0,0,0,0,0,0,0,0
5500,110,1,0,0,0,0,0,0,0,0,0
5550,111,1,0,0,0,0,0,0,0,0,0
5600,112,1,0,0,0,0,0,0,0,0,0
5650,113,1,0,0,0,0,0,0,0,0,0
5700,114,1,0,0,0,0,0,0,0,0,0
5750,115,1,0,0,0,0,0,0,0,0,0
5800,116,1,0,0,0,0,0,0,0,0,0
5850,117,1,0,0,0,0,0,0,0,0,0
5900,118,1,0,0,0,0,0,0,0,0,0
5950,119,1,0,0,0,0,0,0,0,0,0
6000,120,1,0,0,0,0,0,0,0,0,0
6050,121,1,0,0,0,0,0,0,0,0,0
6100,122,1,0,0,0,0,0,0,0,0,0
6150,123,1,0,0,0,0,0,0,0,0,0
6200,124,1,0,0,0,0,0,0,0,0,0
6250,125,1,0,0,0,0,0,0,0,0,0
6300,126,1,0,0,0,0,0,0,0,0,0
6350,127,1,0,0,0,0,0,0,0,0,0
6400,128,1,0,0,0,0,0,0,0,0,0
6450,129,1,0,0,0,0,0,0,0,0,0
6500,130,1,0,0,0,0,0,0,0,0,0
6550,131,1,0,0,0,0,0,0,0,0,0
6600,132,1,0,0,0,0,0,0,0,0,0
6650,133,1,0,0,0,0,0,0,0,0,0
6700,134,1,0,0,0,0,0,0,0,0,0
6750,135,1,0,0,0,0,0,0,0,0,0
6800,136,1,0,0,0,0,0,0,0,0,0
6850,137,1,0,0,0,0,0,0,0,0,0
6900,138,1,0,0,0,0,0,0,0,0,0
6950,139,1,0,0,0,0,0,0,0,0,0
7000,140,1,0,0,0,0,0,0,0,0,0
7050,141,1,0,0,0,0,0,0,0,0,0
7100,142,1,0,0,0,0,0,0,0,0,0
7150,143,1,0,0,0,0,0,0,0,0,0
7200,144,1,0,0,0,0,0,0,0,0,0
7250,145,1,0,0,0,0,0,0,0,0,0
7300,146,1,0,0,0,0,0,0,0,0,0
7350,147,1,0,0,0,0,0,0,0,0,0
7400,148,1,0,0,0,0,0,0,0,0,0
7450,149,1,0,0,0,0,0,0,0,0,0
7500,150,1,0,0,0,0,0,0,0,0,0
7550,151,1,0,0,0,0,0,0,0,0,0
7600,152,1,0,0,0,0,0,0,0,0,0
7650,153,1,0,0,0,0,0,0,0,0,0
7700,154,1,0,0,0,0,0,0,0,0,0
7750,155,1,0,0,0,0,0,0,0,0,0
7800,156,1,0,0,0,0,0,0,0,0,0
7850,157,1,0,0,0,0,0,0,0,0,0
7900,158,1,0,0,0,0,0,0,0,0,0
7950,159,1,0,0,0,0,0,0,0,0,0
8000,160,1,0,0,0,0,0,0,0,0,0
8050,161,1,0,0,0,0,0,0,0,0,0
8100,162,1,0,0,0,0,0,0,0,0,0
8150,163,1,0,0,0,0,0,0,0,0,0
8200,164,1,0,0,0,0,0,0,0,0,0
8250,165,1,0,0,0,0,0,0,0,0,0
8300,166,1,0,0,0,0,0,0,0,0,0
8350,167,1,0,0,0,0,0,0,0,0,0
8400,168,1,0,0,0,0,0,0,0,0,0
8450,169,1,0,0,0,0,0,0,0,0,0
8500,170,1,0,0,0,0,0,0,0,0,0
8550,171,1,0,0,0,0,0,0,0,0,0
8600,172,1,0,0,0,0,0,0,0,0,0
8650,173,1,0,0,0,0,0,0,0,0,0
8700,174,1,0,0,0,0,0,0,0,0,0
8750,175,1,0,0,0,0,0,0,0,0,0
8800,176,1,0,0,0,0,0,0,0,0,0
8850,177,1,0,0,0,0,0,0,0,0,0
8900,178,1,0,0,0,0,0,0,0,0,0
8950,179,1,0,0,0,0,0,0,0,0,0
9000,180,1,0,0,0,0,0,0,0,0,0
9050,181,1,0,0,0,0,0,0,0,0,0
9100,182,1,0,0,0,0,0,0,0,0,0
9150,183,1,0,0,0,0,0,0,0,0,0
9200,184,1,0,0,0,0,0,0,0,0,0
9250,185,1,0,0,0,0,0,0,0,0,0
9300,186,1,0,0,0,0,0,0,0,0,0
9350,187,1,0,0,0,0,0,0,0,0,0
9400,188,1,0,0,0,0,0,0,0,0,0
9450,189,1,0,0,0,0,0,0,0,0,0
9500,190,1,0,0,0,0,0,0,0,0,0
9550,191,1,0,0,0,0,0,0,0,0,0
9600,192,1,0,0,0,0,0,0,0,0,0
9650,193,1,0,0,0,0,0,0,0,0,0
9700,194,1,0,0,0,0,0,0,0,0,0
9750,195,1,0,0,0,0,0,0,0,0,0
9800,196,1,0,0,0,0,0,0,0,0,0
9850,197,1,0,0,0,0,0,0,0,0,0
9900,198,1,0,0,0,0,0,0,0,0,0
9950,199,1,0,0,0,0,0,0,0,0,0
10000,200,1,0,0,0,0,0,0,0,0,0
10050,201,1,0,0,0,0,0,0,0,0,0
10100,202,1,0,0,0,0,0,0,0,0,0
10150,203,1,0,0,0,0,0,0,0,0,0
10200,204,1,0,0,0,0,0,0,0,0,0
10250,205,1,0,0,0,0,0,0,0,0,0
10300,206,1,0,0,0,0,0,0,0,0,0
10350,207,1,0,0,0,0,0,0,0,0,0
10400,208,1,0,0,0,0,0,0,0,0,0
10450,209,1,0,0,0,0,0,0,0,0,0
10500,210,1,0,0,0,0,0,0,0,0,0
10550,211,1,0,0,0,0,0,0,0,0,0
10600,212,1,0,0,0,0,0,0,0,0,0
10650,213,1,0,0,0,0,0,0,0,0,0
10700,214,1,0,0,0,0,0,0,0,0,0
10750,215,1,0,0,0,0,0,0,0,0,0
10800,216,1,0,0,0,0,0,0,0,0,0
10850,217,1,0,0,0,0,0,0,0,0,0
10900,218,1,0,0,0,0,0,0,0,0,0
10950,219,1,0,0,0,0,0,0,0,0,0
11000,220,1,0,0,0,0,0,0,0,0,0
11050,221,1,0,0,0,0,0,0,0,0,0
11100,222,1,0,0,0,0,0,0,0,0,0
11150,223,1,0,0,0,0,0,0,0,0,0
11200,224,1,0,0,0,0,0,0,0,0,0
11250,225,1,0,0,0,0,0,0,0,0,0
11300,226,1,0,0,0,0,0,0,0,0,0
11350,227,1,0,0,0,0,0,0,0,0,0
11400,228,1,0,0,0,0,0,0,0,0,0
11450,229,1,0,0,0,0,0,0,0,0,0
11500,230,1,0,0,0,0,0,0,0,0,0
11550,231,1,0,0,0,0,0,0,0,0,0
11600,232,1,0,0,0,0,0,0,0,0,0
11650,233,1,0,0,0,0,0,0,0,0,0
11700,234,1,0,0,0,0,0,0,0,0,0
11750,235,1,0,0,0,0,0,0,0,0,0
11800,236,1,0,0,0,0,0,0,0,0,0
11850,237,1,0,0,0,0,0,0,0,0,0
11900,238,1,0,0,0,0,0,0,0,0,0
11950,239,1,0,0,0,0,0,0,0,0,0
12000,240,1,0,0,0,0,0,0,0,0,0
12050,241,1,0,0,0,0,0,0,0,0,0
12100,242,1,0,0,0,0,0,0,0,0,0
12150,243,1,0,0,0,0,0,0,0,0,0
12200,244,1,0,0,0,0,0,0,0,0,0
12250,245,1,0,0,0,0,0,0,0,0,0
12300,246,1,0,0,0,0,0,0,0,0,0
12350,247,1,0,0,0,0,0,0,0,0,0
12400,248,1,0,0,0,0,0,0,0,0,0
12450,249,1,0,0,0,0,0,0,0,0,0
12500,250,1,0,0,0,0,0,0,0,0,0
12550,251,1,0,0,0,0,0,0,0,0,0
12600,252,1,0,0,0,0,0,0,0,0,0
12650,253,1,0,0,0,0,0,0,0,0,0
12700,254,1,0,0,0,0,0,0,0,0,0
12750,255,1,0,0,0,0,0,0,0,0,0
12800,256,1,0,0,0,0,0,0,0,0,0
12850,257,1,0,0,0,0,0,0,0,0,0
12900,258,1,0,0,0,0,0,0,0,0,0
12950,259,1,0,0,0,0,0,0,0,0,0
13000,260,1,0,0,0,0,0,0,0,0,0
13050,261,1,0,0,0,0,0,0,0,0,0
13100,262,1,0,0,0,0,0,0,0,0,0
13150,263,1,0,0,0,0,0,0,0,0,0
13200,264,1,0,0,0,0,0,0,0,0,0
13250,265,1,0,0,0,0,0,0,0,0,0
13300,266,1,0,0,0,0,0,0,0,0,0
13350,267,1,0,0,0,0,0,0,0,0,0
13400,268,1,0,0,0,0,0,0,0,0,0
13450,269,1,0,0,0,0,0,0,0,0,0
13500,270,1,0,0,0,0,0,0,0,0,0
13550,271,1,0,0,0,0,0,0,0,0,0
13600,272,1,0,0,0,0,0,0,0,0,0
13650,273,1,0,0,0,0,0,0,0,0,0
13700,274,1,0,0,0,0,0,0,0,0,0
13750,275,1,0,0,0,0,0,0,0,0,0
13800,276,1,0,0,0,0,0,0,0,0,0
13850,277,1,0,0,0,0,0,0,0,0,0
13900,278,1,0,0,0,0,0,0,0,0,0
13950,279,1,0,0,0,0,0,0,0,0,0
14000,280,1,0,0,0,0,0,0,0,0,0
14050,281,1,0,0,0,0,0,0,0,0,0
14100,282,1,0,0,0,0,0,0,0,0,0
14150,283,1,0,0,0,0,0,0,0,0,0
14200,284,1,0,0,0,0,0,0,0,0,0
14250,285,1,0,0,0,0,0,0,0,0,0
14300,286,1,0,0,0,0,0,0,0,0,0
14350,287,1,0,0,0,0,0,0,0,0,0
14400,288,1,0,0,0,0,0,0,0,0,0
14450,289,1,0,0,0,0,0,0,0,0,0
14500,290,1,0,0,0,0,0,0,0,0,0
14550,291,1,0,0,0,0,0,0,0,0,0
14600,292,1,0,0,0,0,0,0,0,0,0
14650,293,1,0,0,0,0,0,0,0,0,0
14700,294,1,0,0,0,0,0,0,0,0,0
14750,295,1,0,0,0,0,0,0,0,0,0
14800,296,1,0,0,0,0,0,0,0,0,0
14850,297,1,0,0,0,0,0,0,0,0,0
14900,298,1,0,0,0,0,0,0,0,0,0
14950,299,1,0,0,0,0,0,0,0,0,0
15000,300,1,0,0,0,0,0,0,0,0,0
15050,301,1,0,0,0,0,0,0,0,0,0
15100,302,1,0,0,0,0,0,0,0,0,0
15150,303,1,0,0,0,0,0,0,0,0,0
15200,304,1,0,0,0,0,0,0,0,0,0
15250,305,1,0,0,0,0,0,0,0,0,0
15300,306,1,0,0,0,0,0,0,0,0,0
15350,307,1,0,0,0,0,0,0,0,0,0
15400,308,1,0,0,0,0,0,0,0,0,0
15450,309,1,0,0,0,0,0,0,0,0,0
15500,310,1,0,0,0,0,0,0,0,0,0
15550,311,1,0,0,0,0,0,0,0,0,0
15600,312,1,0,0,0,0,0,0,0,0,0
15650,313,1,0,0,0,0,0,0,0,0,0
15700,314,1,0,0,0,0,0,0,0,0,0
15750,315,1,0,0,0,0,0,0,0,0,0
15800,316,1,0,0,0,0,0,0,0,0,0
15850,317,1,0,0,0,0,0,0,0,0,0
15900,318,1,0,0,0,0,0,0,0,0,0
15950,319,1,0,0,0,0,0,0,0,0,0
16000,320,1,0,0,0,0,0,0,0,0,0
16050,321,1,0,0,0,0,0,0,0,0,0
16100,322,1,0,0,0,0,0,0,0,0,0
16150,323,1,0,0,0,0,0,0,0,0,0
16200,324,1,0,0,0,0,0,0,0,0,0
16250,325,1,0,0,0,0,0,0,0,0,0
16300,326,1,0,0,0,0,0,0,0,0,0
16350,327,1,0,0,0,0,0,0,0,0,0
16400,328,1,0,0,0,0,0,0,0,0,0
16450,329,1,0,0,0,0,0,0,0,0,0
16500,330,1,0,0,0,0,0,0,0,0,0
16550,331,1,0,0,0,0,0,0,0,0,0
16600,332,1,0,0,0,0,0,0,0,0,0
16650,333,1,0,0,0,0,0,0,0,0,0
16700,334,1,0,0,0,0,0,0,0,0,0
16750,335,1,0,0,0,0,0,0,0,0,0
16800,336,1,0,0,0,0,0,0,0,0,0
16850,337,1,0,0,0,0,0,0,0,0,0
16900,338,1,0,0,0,0,0,0,0,0,0
16950,339,1,0,0,0,0,0,0,0,0,0
17000,340,1,0,0,0,0,0,0,0,0,0
17050,341,1,0,0,0,0,0,0,0,0,0
17100,342,1,0,0,0,0,0,0,0,0,0
17150,343,1,0,0,0,0,0,0,0,0,0
17200,344,1,0,0,0,0,0,0,0,0,0
17250,345,1,0,0,0,0,0,0,0,0,0
17300,346,1,0,0,0,0,0,0,0,0,0
17350,347,1,0,0,0,0,0,0,0,0,0
17400,348,1,0,0,0,0,0,0,0,0,0
17450,349,1,0,0,0,0,0,0,0,0,0
17500,350,1,0,0,0,0,0,0,0,0,0
17550,351,1,0,0,0,0,0,0,0,0,0
17600,352,1,0,0,0,0,0,0,0,0,0
17650,353,1,0,0,0,0,0,0,0,0,0
17700,354,1,0,0,0,0,0,0,0,0,0
17750,355,1,0,0,0,0,0,0,0,0,0
17800,356,1,0,0,0,0,0,0,0,0,0
17850,357,1,0,0,0,0,0,0,0,0,0
17900,358,1,0,0,0,0,0,0,0,0,0
17950,359,1,0,0,0,0,0,0,0,0,0
18000,360,1,0,0,0,0,0,0,0,0,0
18050,361,1,0,0,0,0,0,0,0,0,0
18100,362,1,0,0,0,0,0,0,0,0,0
18150,363,1,0,0,0,0,0,0,0,0,0
18200,364,1,0,0,0,0,0,0,0,0,0
18250,365,1,0,0,0,0,0,0,0,0,0
18300,366,1,0,0,0,0,0,0,0,0,0
18350,367,1,0,0,0,0,0,0,0,0,0
18400,368,1,0,0,0,0,0,0,0,0,0
18450,369,1,0,0,0,0,0,0,0,0,0
18500,370,1,0,0,0,0,0,0,0,0,0
18550,371,1,0,0,0,0,0,0,0,0,0
18600,372,1,0,0,0,0,0,0,0,0,0
18650,373,1,0,0,0,0,0,0,0,0,0
18700,374,1,0,0,0,0,0,0,0,0,0
18750,375,1,0,0,0,0,0,0,0,0,0
18800,376,1,0,0,0,0,0,0,0,0,0
18850,377,1,0,0,0,0,0,0,0,0,0
18900,378,1,0,0,0,0,0,0,0,0,0
18950,379,1,0,0,0,0,0,0,0,0,0
19000,380,1,0,0,0,0,0,0,0,0,0
19050,381,1,0,0,0,0,0,0,0,0,0
19100,382,1,0,0,0,0,0,0,0,0,0
19150,383,1,0,0,0,0,0,0,0,0,0
19200,384,1,0,0,0,0,0,0,0,0,0
19250,385,1,0,0,0,0,0,0,0,0,0
19300,386,1,0,0,0,0,0,0,0,0,0
19350,387,1,0,0,0,0,0,0,0,0,0
19400,388,1,0,0,0,0,0,0,0,0,0
19450,389,1,0,0,0,0,0,0,0,0,0
19500,390,1,0,0,0,0,0,0,0,0,0
19550,391,1,0,0,0,0,0,0,0,0,0
19600,392,1,0,0,0,0,0,0,0,0,0
19650,393,1,0,0,0,0,0,0,0,0,0
19700,394,1,0,0,0,0,0,0,0,0,0
19750,395,1,0,0,0,0,0,0,0,0,0
19800,396,1,0,0,0,0,0,0,0,0,0
19850,397,1,0,0,0,0,0,0,0,0,0
19900,398,1,0,0,0,0,0,0,0,0,0
19950,399,1,0,0,0,0,0,0,0,0,0
20000,400,1,0,0,0,0,0,0,0,0,0
20050,401,1,0,0,0,0,0,0,0,0,0
20100,402,1,0,0,0,0,0,0,0,0,0
20150,403,1,0,0,0,0,0,0,0,0,0
20200,404,1,0,0,0,0,0,0,0,0,0
20250,405,1,0,0,0,0,0,0,0,0,0
20300,406,1,0,0,0,0,0,0,0,0,0
20350,407,1,0,0,0,0,0,0,0,0,0
20400,408,1,0,0,0,0,0,0,0,0,0
20450,409,1,0,0,0,0,0,0,0,0,0
20500,410,1,0,0,0,0,0,0,0,0,0
20550,411,1,0,0,0,0,0,0,0,0,0
20600,412,1,0,0,0,0,0,0,0,0,0
20650,413,1,0,0,0,0,0,0,0,0,0
20700,414,1,0,0,0,0,0,0,0,0,0
20750,415,1,0,0,0,0,0,0,0,0,0
20800,416,1,0,0,0,0,0,0,0,0,0
20850,417,1,0,0,0,0,0,0,0,0,0
20900,418,1,0,0,0,0,0,0,0,0,0
20950,419,1,0,0,0,0,0,0,0,0,0
21000,420,1,0,0,0,0,0,0,0,0,0
21050,421,1,0,0,0,0,0,0,0,0,0
21100,422,1,0,0,0,0,0,0,0,0,0
21150,423,1,0,0,0,0,0,0,0,0,0
21200,424,1,0,0,0,0,0,0,0,0,0
21250,425,1,0,0,0,0,0,0,0,0,0
21300,426,1,0,0,0,0,0,0,0,0,0
21350,427,1,0,0,0,0,0,0,0,0,0
21400,428,1,0,0,0,0,0,0,0,0,0
21450,429,1,0,0,0,0,0,0,0,0,0
21500,430,1,0,0,0,0,0,0,0,0,0
21550,431,1,0,0,0,0,0,0,0,0,0
21600,432,1,0,0,0,0,0,0,0,0,0
21650,433,1,0,0,0,0,0,0,0,0,0
21700,434,1,0,0,0,0,0,0,0,0,0
21750,435,1,0,0,0,0,0,0,0,0,0
21800,436,1,0,0,0,0,0,0,0,0,0
21850,437,1,0,0,0,0,0,0,0,0,0
21900,438,1,0,0,0,0,0,0,0,0,0
21950,439,1,0,0,0,0,0,0,0,0,0
22000,440,1,0,0,0,0,0,0,0,0,0
22050,441,1,0,0,0,0,0,0,0,0,0
22100,442,1,0,0,0,0,0,0,0,0,0
22150,443,1,0,0,0,0,0,0,0,0,0
22200,444,1,0,0,0,0,0,0,0,0,0
22250,445,1,0,0,0,0,0,0,0,0,0
22300,446,1,0,0,0,0,0,0,0,0,0
22350,447,1,0,0,0,0,0,0,0,0,0
22400,448,1,0,0,0,0,0,0,0,0,0
22450,449,1,0,0,0,0,0,0,0,0,0
22500,450,1,0,0,0,0,0,0,0,0,0
22550,451,1,0,0,0,0,0,0,0,0,0
22600,452,1,0,0,0,0,0,0,0,0,0
22650,453,1,0,0,0,0,0,0,0,0,0
22700,454,1,0,0,0,0,0,0,0,0,0
22750,455,1,0,0,0,0,0,0,0,0,0
22800,456,1,0,0,0,0,0,0,0,0,0
22850,457,1,0,0,0,0,0,0,0,0,0
22900,458,1,0,0,0,0,0,0,0,0,0
22950,459,1,0,0,0,0,0,0,0,0,0
23000,460,1,0,0,0,0,0,0,0,0,0
23050,461,1,0,0,0,0,0,0,0,0,0
23100,462,1,0,0,0,0,0,0,0,0,0
23150,463,1,0,0,0,0,0,0,0,0,0
23200,464,1,0,0,0,0,0,0,0,0,0
23250,465,1,0,0,0,0,0,0,0,0,0
23300,466,1,0,0,0,0,0,0,0,0,0
23350,467,1,0,0,0,0,0,0,0,0,0
23400,468,1,0,0,0,0,0,0,0,0,0
23450,469,1,0,0,0,0,0,0,0,0,0
23500,470,1,0,0,0,0,0,0,0,0,0
23550,471,1,0,0,0,0,0,0,0,0,0
23600,472,1,0,0,0,0,0,0,0,0,0
23650,473,1,0,0,0,0,0,0,0,0,0
23700,474,1,0,0,0,0,0,0,0,0,0
23750,475,1,0,0,0,0,0,0,0,0,0
23800,476,1,0,0,0,0,0,0,0,0,0
23850,477,1,0,0,0,0,0,0,0,0,0
23900,478,1,0,0,0,0,0,0,0,0,0
23950,479,1,0,0,0,0,0,0,0,0,0
24000,480,1,0,0,0,0,0,0,0,0,0
24050,481,1,0,0,0,0,0,0,0,0,0
24100,482,1,0,0,0,0,0,0,0,0,0
24150,483,1,0,0,0,0,0,0,0,0,0
24200,484,1,0,0,0,0,0,0,0,0,0
24250,485,1,0,0,0,0,0,0,0,0,0
24300,486,1,0,0,0,0,0,0,0,0,0
24350,487,1,0,0,0,0,0,0,0,0,0
24400,488,1,0,0,0,0,0,0,0,0,0
24450,489,1,0,0,0,0,0,0,0,0,0
24500,490,1,0,0,0,0,0,0,0,0,0
24550,491,1,0,0,0,0,0,0,0,0,0
24600,492,1,0,0,0,0,0,0,0,0,0
24650,493,1,0,0,0,0,0,0,0,0,0
24700,494,1,0,0,0,0,0,0,0,0,0
24750,495,1,0,0,0,0,0,0,0,0,0
24800,496,1,0,0,0,0,0,0,0,0,0
24850,497,1,0,0,0,0,0,0,0,0,0
24900,498,1,0,0,0,0,0,0,0,0,0
24950,499,1,0,0,0,0,0,0,0,0,0
25000,500,1,0,0,0,0,0,0,0,0,0
